Drug_Name,Reason,Description
Temsan CV 20/10mg Tablet 10'STemsan CV 40/10mg Tablet 10'S,Hypertension,Â chest pain due to narrowing of the blood vessels of the heart muscle (angina pectoris) or the rarer form of chest pain caused by cramping of the blood vessels of the heart muscle called Prinzmetal or variant angina
Temsan H 80mg Tablet 15'STemsan H 40/12.5mg Tablet 15'STemsan H 80/12.5mg Tablet 10'S,Hypertension,used to treat people with certain types of pulmonary arterial hypertension (PAH)
Temsi 80mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
Temsi AM 5mg/20mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Temsi H 80/12.5mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Tenarbi 80mg Tablet 10'STenarbi 40mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
TENGIRID Tablet 10's,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Tenil 50mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Teno 50mg Tablet 14'STeno 25mg Tablet 14'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Tenocab 50mg Tablet 15'STenocab 25/5mg Tablet 10'STenocab 50mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
Tenochek 50mg Tablet 10'STenochek 25mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Tenoclor 50mg Tablet 14'STenoclor 25mg Tablet 15'STenoclor 100/25mg Tablet 14'STenoclor 50/12.5mg Tablet 14'STenoclor 100mg Tablet 15'STenoclor 50mg Tablet 15'STenoclor 100mg Tablet 14'STenoclor 25/12.5mg Tablet 14'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
Tenodipin 5/25mg Tablet 10'STenodipin 5/50mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Tenofed Capsule 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Tenolol 50mg Tablet 14'STenolol 100mg Tablet 14'STenolol 75mg Tablet 14'STenolol 25mg Tablet 14'STenolol 5mg Injection 10mlTenolol 12.5mg Tablet 14'STenolol D SR 50mg Tablet 10'STenolol 75mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
Tenolol AM 25mg Tablet 10'STenolol AM 50mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Tenolol D 50/2.5mg Tablet 10'STenolol D 25/1.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Tenolol D SR 25mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Tenomac 25mg Tablet 14'STenomac 12.5mg Tablet 14'STenomac 100mg Tablet 14'STenomac 50mg Tablet 14'S,Hypertension,used to treatÂ blood pressure (hypertension)
Tenoric 12.5mg Tablet 10'STenoric 75mg Tablet 10'STenoric 25mg Tablet 10'STenoric 100mg Tablet 10'STenoric 50mg Tablet 10'S,Hypertension,Â chest pain due to narrowing of the blood vessels of the heart muscle (angina pectoris) or the rarer form of chest pain caused by cramping of the blood vessels of the heart muscle called Prinzmetal or variant angina
Tenoric LD 25/6.25mg Tablet 10'STenoric LD 50/6.25mg Tablet 10'S,Hypertension,used to treat people with certain types of pulmonary arterial hypertension (PAH)
Tenormin 25mg Tablet 14'STenormin 100mg Tablet 14'STenormin 50mg Tablet 14'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
Tenpose 20mg Tablet 10'STenpose 10mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Tenpose SR 40mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
TENSICARD 25mg Tablet 14'sTENSICARD 100mg Tablet 10'sTENSICARD 50MG TABLET 14'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
TENSICARD AM Tablet 10's,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Tensimin 100mg Tablet 14'STensimin 50mg Tablet 14'STensimin 25mg Tablet 14'S,Hypertension,lower high blood pressure (hypertension)
Terapress 2mg Tablet 7'STerapress 1mg Tablet 7'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Terifin 50mg Tablet 14'STerifin 25mg Tablet 14'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
Teripil 80mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Tesat 40mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
Tetan 20mg Tablet 10'STetan 80mg Tablet 15'STetan 20mg Tablet 15'STetan 80mg Tablet 10'STetan 40mg Tablet 10'STetan 10mg Tablet 10'STetan 40mg Tablet 15'S,Hypertension,lower high blood pressure (hypertension)
Tetan AM 40mg Tablet 15'STetan AM 80mg Tablet 10'STetan AM 40mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Tetan Beta 25mg Tablet 15'STetan Beta 50mg Tablet 10'STetan Beta 25mg Tablet 10'STetan Beta 50mg Tablet 15'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
Tetan CT 6.25mg Tablet 15'STetan CT 6.25mg Tablet 10'STetan CT 12.5mg Tablet 15'STetan CT 12.5mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Tetan H 80mg Tablet 15'STETAN H 80MG TABLET 10'STetan H 40mg Tablet 15'STetan H 40mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Tetan Trio Tablet 10'STETAN TRIO Tablet 15's,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Thalitel 80mg Tablet 10'SThalitel LS Tablet 10'SThalitel 40mg Tablet 10'S,Hypertension,used to treatÂ blood pressure (hypertension)
Theocard 50mg Tablet 10'S,Hypertension,Â chest pain due to narrowing of the blood vessels of the heart muscle (angina pectoris) or the rarer form of chest pain caused by cramping of the blood vessels of the heart muscle called Prinzmetal or variant angina
Theolar 20mg Tablet 10'STheolar 10mg Tablet 10'STheolar 40mg Tablet 10'S,Hypertension,used to treat people with certain types of pulmonary arterial hypertension (PAH)
Theolar SR 40mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
Thiovas T 80mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Threpro 10/75/5mg Capsule 10'SThrepro 10/75/2.5mg Capsule 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Thriomesar 40mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
Tidilan Retard 40mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Tigatel 20mg Tablet 10'STigatel 80mg Tablet 10'STigatel 40mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Tigatel AM 40mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Tigatel CH 40/12.5mg Tablet 10'STIGATEL CH 80mg Tablet 10's,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
Tigatel H 40mg Tablet 10'STigatel H 80mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
TIPLAB 100mg Tablet 10's,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
Tlet 20mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
TLM 40mg Tablet 10'STLM 20mg Tablet 10'STLM 80mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
TLM H 40/12.5mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
Tolol AM 25mg Tablet 10'STolol AM 50mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Tolol H 50mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Tolol XR 100mg Tablet 10'STolol XR 12.5mg Tablet 10'STolol XR 50mg Tablet 15'STolol XR 25mg Tablet 15'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Tomaris 10mg Tablet 10'STomaris 5mg Tablet 10'STomaris 20mg Tablet 10'S,Hypertension,used to treatÂ blood pressure (hypertension)
Topdip AT Tablet 10'STOPDIP 5MG TABLET 10'STopdip 2.5mg Tablet 10'STopdip 10mg Tablet 10'S,Hypertension,Â chest pain due to narrowing of the blood vessels of the heart muscle (angina pectoris) or the rarer form of chest pain caused by cramping of the blood vessels of the heart muscle called Prinzmetal or variant angina
Topdip M 50/5mg Tablet 10'STopdip M 25/2.5mg Tablet 10'S,Hypertension,used to treat people with certain types of pulmonary arterial hypertension (PAH)
Topol XL 100mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
TOR 20mg Tablet 10'STOR 5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Torcilin 5mg Tablet 10'STorcilin 10mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Torcilin T Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
Torpres 10mg Tablet 10'STorpres 20mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Torsid 20mg Tablet 10'STorsid 5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Torsinex Forte 5mg Tablet 10'STorsinex Forte 10mg Tablet 10'STorsinex Forte 20mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Tozaar 50mg Tablet 10'STozaar 25mg Tablet 10'STozaar AT Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
Tozaar H Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Tozam Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
Translol 50mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Translol XL 25mg Tablet 10'STranslol XL 50mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Translol XL AM Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
Tretan 20mg Tablet 10'STretan 40mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Tretan H 40/12.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
TRI Olmetor 20mg Tablet 10'STRI Olmetor 40mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Tricinod 5/40/6.25mg Tablet 10'STricinod 10/6.25mg Tablet 10'STricinod 10/6.25Mg Tablet 15'sTricinod 10/12.5mg Tablet 10'STricinod 5/6.25mg Tablet 10'STricinod 10/12.5Mg Tablet 15's,Hypertension,used to treatÂ blood pressure (hypertension)
Trilol 20mg Tablet 10'S,Hypertension,Â chest pain due to narrowing of the blood vessels of the heart muscle (angina pectoris) or the rarer form of chest pain caused by cramping of the blood vessels of the heart muscle called Prinzmetal or variant angina
Trilopace Tablet 10'S,Hypertension,used to treat people with certain types of pulmonary arterial hypertension (PAH)
Trilosacar 50/5/12.5mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
Trilosar 6.25mg Tablet 10'STrilosar 12.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Trimacsart Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Trinexovas 40mg Tablet 10'STrinexovas 20mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
Triolmesar 20mg Tablet 10'STriolmesar 40mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Triolmesar CH 40mg Tablet 10'STriolmesar CH 20mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Triolmezest 40mg Tablet 10'STriolmezest 20mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
TRIOLMEZEST CH 20mg Tablet 10's,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
Triolmighty 20mg Tablet 10'STriolmighty 40mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Triolsar 40mg Tablet 10'STriolsar 20mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
Triolsar HS 20mg Tablet 10'STriolsar HS 40mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Triolsertain 20mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Triolvance 40mg Tablet 10'STriolvance 20mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina
